,State,Year,Quarter,District,RegisteredUser
0,tripura,2019,3,799001,18755
1,tripura,2019,3,799003,15422
2,tripura,2019,3,799006,9187
3,tripura,2019,3,799002,8029
4,tripura,2019,3,799102,7680
5,tripura,2019,3,799114,7570
6,tripura,2019,3,799004,7391
7,tripura,2019,3,799007,7245
8,tripura,2019,3,799155,7186
9,tripura,2019,3,799205,6016
10,tripura,2019,2,799001,16798
11,tripura,2019,2,799003,13483
12,tripura,2019,2,799006,8140
13,tripura,2019,2,799002,7125
14,tripura,2019,2,799102,6905
15,tripura,2019,2,799114,6796
16,tripura,2019,2,799155,6631
17,tripura,2019,2,799004,6606
18,tripura,2019,2,799007,6544
19,tripura,2019,2,799205,5381
20,tripura,2019,1,799001,14805
21,tripura,2019,1,799003,10956
22,tripura,2019,1,799006,7047
23,tripura,2019,1,799002,6123
24,tripura,2019,1,799155,5854
25,tripura,2019,1,799114,5790
26,tripura,2019,1,799102,5778
27,tripura,2019,1,799007,5767
28,tripura,2019,1,799004,5621
29,tripura,2019,1,799205,4515
30,tripura,2019,4,799001,20197
31,tripura,2019,4,799003,16676
32,tripura,2019,4,799006,9937
33,tripura,2019,4,799002,8739
34,tripura,2019,4,799102,8512
35,tripura,2019,4,799114,8365
36,tripura,2019,4,799004,8090
37,tripura,2019,4,799155,8025
38,tripura,2019,4,799007,7836
39,tripura,2019,4,799205,6624
40,tripura,2020,3,799001,26184
41,tripura,2020,3,799003,21525
42,tripura,2020,3,799006,13199
43,tripura,2020,3,799102,11961
44,tripura,2020,3,799002,11419
45,tripura,2020,3,799114,11221
46,tripura,2020,3,799004,10988
47,tripura,2020,3,799155,10417
48,tripura,2020,3,799007,9861
49,tripura,2020,3,799205,9264
50,tripura,2020,2,799001,23830
51,tripura,2020,2,799003,19686
52,tripura,2020,2,799006,11961
53,tripura,2020,2,799102,10583
54,tripura,2020,2,799002,10419
55,tripura,2020,2,799114,10138
56,tripura,2020,2,799004,9850
57,tripura,2020,2,799155,9468
58,tripura,2020,2,799007,9103
59,tripura,2020,2,799205,8237
60,tripura,2020,1,799001,21861
61,tripura,2020,1,799003,18173
62,tripura,2020,1,799006,10847
63,tripura,2020,1,799002,9526
64,tripura,2020,1,799102,9306
65,tripura,2020,1,799114,9131
66,tripura,2020,1,799004,8844
67,tripura,2020,1,799155,8712
68,tripura,2020,1,799007,8417
69,tripura,2020,1,799205,7325
70,tripura,2020,4,799001,28351
71,tripura,2020,4,799003,23114
72,tripura,2020,4,799006,14333
73,tripura,2020,4,799102,12945
74,tripura,2020,4,799002,12369
75,tripura,2020,4,799114,12123
76,tripura,2020,4,799004,11861
77,tripura,2020,4,799155,11111
78,tripura,2020,4,799007,10586
79,tripura,2020,4,799205,9999
80,tripura,2018,3,799001,10116
81,tripura,2018,3,799003,7364
82,tripura,2018,3,799006,4766
83,tripura,2018,3,799002,4214
84,tripura,2018,3,799007,4058
85,tripura,2018,3,799155,3959
86,tripura,2018,3,799004,3792
87,tripura,2018,3,799102,3730
88,tripura,2018,3,799114,3713
89,tripura,2018,3,799205,2889
90,tripura,2018,2,799001,7739
91,tripura,2018,2,799003,5560
92,tripura,2018,2,799006,3607
93,tripura,2018,2,799002,3184
94,tripura,2018,2,799007,3184
95,tripura,2018,2,799004,2819
96,tripura,2018,2,799114,2609
97,tripura,2018,2,799102,2582
98,tripura,2018,2,799155,2382
99,tripura,2018,2,799205,2016
100,tripura,2018,1,799001,5309
101,tripura,2018,1,799003,3658
102,tripura,2018,1,799006,2495
103,tripura,2018,1,799007,2179
104,tripura,2018,1,799002,2177
105,tripura,2018,1,799004,1852
106,tripura,2018,1,799114,1733
107,tripura,2018,1,799102,1720
108,tripura,2018,1,799155,1491
109,tripura,2018,1,799205,1320
110,tripura,2018,4,799001,12625
111,tripura,2018,4,799003,9212
112,tripura,2018,4,799006,6036
113,tripura,2018,4,799002,5315
114,tripura,2018,4,799155,5088
115,tripura,2018,4,799007,5022
116,tripura,2018,4,799102,4865
117,tripura,2018,4,799114,4862
118,tripura,2018,4,799004,4839
119,tripura,2018,4,799205,3760
120,tripura,2021,3,799001,34754
121,tripura,2021,3,799003,28328
122,tripura,2021,3,799006,17676
123,tripura,2021,3,799102,16110
124,tripura,2021,3,799002,15161
125,tripura,2021,3,799114,15042
126,tripura,2021,3,799004,14630
127,tripura,2021,3,799155,13681
128,tripura,2021,3,799007,13030
129,tripura,2021,3,799205,12462
130,tripura,2021,2,799001,32443
131,tripura,2021,2,799003,26398
132,tripura,2021,2,799006,16480
133,tripura,2021,2,799102,14961
134,tripura,2021,2,799002,14184
135,tripura,2021,2,799114,13953
136,tripura,2021,2,799004,13618
137,tripura,2021,2,799155,12688
138,tripura,2021,2,799007,12171
139,tripura,2021,2,799205,11526
140,tripura,2021,1,799001,30415
141,tripura,2021,1,799003,24761
142,tripura,2021,1,799006,15407
143,tripura,2021,1,799102,13875
144,tripura,2021,1,799002,13259
145,tripura,2021,1,799114,12991
146,tripura,2021,1,799004,12718
147,tripura,2021,1,799155,11835
148,tripura,2021,1,799007,11404
149,tripura,2021,1,799205,10728
150,tripura,2021,4,799001,37053
151,tripura,2021,4,799003,30202
152,tripura,2021,4,799006,18860
153,tripura,2021,4,799102,17294
154,tripura,2021,4,799002,16156
155,tripura,2021,4,799114,16098
156,tripura,2021,4,799004,15668
157,tripura,2021,4,799155,14625
158,tripura,2021,4,799007,13875
159,tripura,2021,4,799205,13336
160,tripura,2022,3,799001,43603
161,tripura,2022,3,799003,35586
162,tripura,2022,3,799006,22254
163,tripura,2022,3,799102,20683
164,tripura,2022,3,799114,19108
165,tripura,2022,3,799002,19010
166,tripura,2022,3,799004,18606
167,tripura,2022,3,799155,17384
168,tripura,2022,3,799007,16301
169,tripura,2022,3,799205,15835
170,tripura,2022,2,799001,41385
171,tripura,2022,2,799003,33780
172,tripura,2022,2,799006,21113
173,tripura,2022,2,799102,19586
174,tripura,2022,2,799114,18129
175,tripura,2022,2,799002,18019
176,tripura,2022,2,799004,17628
177,tripura,2022,2,799155,16480
178,tripura,2022,2,799007,15483
179,tripura,2022,2,799205,14996
180,tripura,2022,1,799001,39256
181,tripura,2022,1,799003,31986
182,tripura,2022,1,799006,20017
183,tripura,2022,1,799102,18503
184,tripura,2022,1,799002,17110
185,tripura,2022,1,799114,17110
186,tripura,2022,1,799004,16672
187,tripura,2022,1,799155,15580
188,tripura,2022,1,799007,14684
189,tripura,2022,1,799205,14236
190,tripura,2022,4,799001,45881
191,tripura,2022,4,799003,37391
192,tripura,2022,4,799006,23420
193,tripura,2022,4,799102,21582
194,tripura,2022,4,799114,20070
195,tripura,2022,4,799002,19938
196,tripura,2022,4,799004,19534
197,tripura,2022,4,799155,18162
198,tripura,2022,4,799007,17130
199,tripura,2022,4,799205,16550
200,assam,2019,3,781032,27912
201,assam,2019,3,781022,22162
202,assam,2019,3,781001,20205
203,assam,2019,3,781038,17651
204,assam,2019,3,783380,16289
205,assam,2019,3,785001,16065
206,assam,2019,3,781011,15923
207,assam,2019,3,781009,15432
208,assam,2019,3,786001,15231
209,assam,2019,3,781028,13989
210,assam,2019,2,781032,24543
211,assam,2019,2,781022,19460
212,assam,2019,2,781001,17922
213,assam,2019,2,781038,15681
214,assam,2019,2,783380,14452
215,assam,2019,2,785001,14373
216,assam,2019,2,781011,13970
217,assam,2019,2,786001,13366
218,assam,2019,2,781009,12874
219,assam,2019,2,781028,12313
220,assam,2019,1,781032,21003
221,assam,2019,1,781022,16624
222,assam,2019,1,781001,15399
223,assam,2019,1,781038,13630
224,assam,2019,1,785001,12724
225,assam,2019,1,783380,12282
226,assam,2019,1,781011,11982
227,assam,2019,1,786001,11437
228,assam,2019,1,781028,10474
229,assam,2019,1,781019,10045
230,assam,2019,4,781032,30419
231,assam,2019,4,781022,24236
232,assam,2019,4,781001,21980
233,assam,2019,4,781038,19306
234,assam,2019,4,783380,17946
235,assam,2019,4,785001,17515
236,assam,2019,4,781011,17500
237,assam,2019,4,781009,17023
238,assam,2019,4,786001,16755
239,assam,2019,4,781028,15378
240,assam,2020,3,781032,39646
241,assam,2020,3,781022,31853
242,assam,2020,3,781001,29045
243,assam,2020,3,781038,25600
244,assam,2020,3,783380,25150
245,assam,2020,3,781011,23762
246,assam,2020,3,785001,23212
247,assam,2020,3,786001,22736
248,assam,2020,3,781028,20913
249,assam,2020,3,781009,20809
250,assam,2020,2,781032,36494
251,assam,2020,2,781022,29237
252,assam,2020,2,781001,26634
253,assam,2020,2,781038,23439
254,assam,2020,2,783380,22873
255,assam,2020,2,781011,21654
256,assam,2020,2,785001,21271
257,assam,2020,2,786001,20738
258,assam,2020,2,781009,19800
259,assam,2020,2,781028,19046
260,assam,2020,1,781032,33205
261,assam,2020,1,781022,26607
262,assam,2020,1,781001,24106
263,assam,2020,1,781038,21242
264,assam,2020,1,783380,19871
265,assam,2020,1,781011,19355
266,assam,2020,1,785001,19193
267,assam,2020,1,781009,18666
268,assam,2020,1,786001,18552
269,assam,2020,1,781028,17121
270,assam,2020,4,781032,43335
271,assam,2020,4,781022,34873
272,assam,2020,4,781001,31894
273,assam,2020,4,781038,27985
274,assam,2020,4,783380,27308
275,assam,2020,4,781011,26044
276,assam,2020,4,785001,25298
277,assam,2020,4,786001,24846
278,assam,2020,4,781028,22952
279,assam,2020,4,782435,22802
280,assam,2018,3,781032,13555
281,assam,2018,3,781022,10377
282,assam,2018,3,781001,10057
283,assam,2018,3,785001,8633
284,assam,2018,3,781038,8582
285,assam,2018,3,783380,8312
286,assam,2018,3,781011,7916
287,assam,2018,3,786001,7732
288,assam,2018,3,781028,6759
289,assam,2018,3,781009,6651
290,assam,2018,2,781032,10189
291,assam,2018,2,781022,7914
292,assam,2018,2,781001,7685
293,assam,2018,2,781038,6711
294,assam,2018,2,783380,6411
295,assam,2018,2,785001,6375
296,assam,2018,2,781011,5954
297,assam,2018,2,786001,5881
298,assam,2018,2,781009,5216
299,assam,2018,2,781028,5010
300,assam,2018,1,781032,7209
301,assam,2018,1,781001,5507
302,assam,2018,1,781022,5418
303,assam,2018,1,781038,4731
304,assam,2018,1,783380,4571
305,assam,2018,1,785001,4526
306,assam,2018,1,781011,4127
307,assam,2018,1,786001,4122
308,assam,2018,1,781009,3639
309,assam,2018,1,781028,3517
310,assam,2018,4,781032,17802
311,assam,2018,4,781022,13976
312,assam,2018,4,781001,12969
313,assam,2018,4,781038,11283
314,assam,2018,4,785001,10937
315,assam,2018,4,783380,10374
316,assam,2018,4,781011,10054
317,assam,2018,4,786001,9765
318,assam,2018,4,781028,8801
319,assam,2018,4,781019,8559
320,assam,2021,3,781032,53594
321,assam,2021,3,781022,43191
322,assam,2021,3,781001,39514
323,assam,2021,3,781038,34724
324,assam,2021,3,783380,34031
325,assam,2021,3,781011,32293
326,assam,2021,3,785001,31327
327,assam,2021,3,786001,30785
328,assam,2021,3,782435,28639
329,assam,2021,3,781028,28555
330,assam,2021,2,781032,49999
331,assam,2021,2,781022,40254
332,assam,2021,2,781001,36847
333,assam,2021,2,781038,32353
334,assam,2021,2,783380,31551
335,assam,2021,2,781011,30045
336,assam,2021,2,785001,29194
337,assam,2021,2,786001,28664
338,assam,2021,2,781028,26557
339,assam,2021,2,782435,26455
340,assam,2021,1,781032,46783
341,assam,2021,1,781022,37652
342,assam,2021,1,781001,34483
343,assam,2021,1,781038,30260
344,assam,2021,1,783380,29414
345,assam,2021,1,781011,28064
346,assam,2021,1,785001,27259
347,assam,2021,1,786001,26762
348,assam,2021,1,781028,24813
349,assam,2021,1,782435,24658
350,assam,2021,4,781032,57249
351,assam,2021,4,781022,46108
352,assam,2021,4,781001,42225
353,assam,2021,4,781038,37135
354,assam,2021,4,783380,36481
355,assam,2021,4,781011,34495
356,assam,2021,4,785001,33508
357,assam,2021,4,786001,32892
358,assam,2021,4,782435,30729
359,assam,2021,4,781028,30534
360,assam,2022,3,781032,67280
361,assam,2022,3,781022,54277
362,assam,2022,3,781001,49784
363,assam,2022,3,781038,43745
364,assam,2022,3,783380,43396
365,assam,2022,3,781011,40762
366,assam,2022,3,785001,39413
367,assam,2022,3,786001,38716
368,assam,2022,3,782435,36615
369,assam,2022,3,781028,36089
370,assam,2022,2,781032,63866
371,assam,2022,2,781022,51543
372,assam,2022,2,781001,47222
373,assam,2022,2,781038,41519
374,assam,2022,2,783380,41067
375,assam,2022,2,781011,38612
376,assam,2022,2,785001,37438
377,assam,2022,2,786001,36760
378,assam,2022,2,782435,34642
379,assam,2022,2,781028,34231
380,assam,2022,1,781032,60632
381,assam,2022,1,781022,48859
382,assam,2022,1,781001,44765
383,assam,2022,1,781038,39366
384,assam,2022,1,783380,38840
385,assam,2022,1,781011,36583
386,assam,2022,1,785001,35517
387,assam,2022,1,786001,34879
388,assam,2022,1,782435,32753
389,assam,2022,1,781028,32414
390,assam,2022,4,781032,70664
391,assam,2022,4,781022,57039
392,assam,2022,4,781001,52292
393,assam,2022,4,781038,45987
394,assam,2022,4,783380,45548
395,assam,2022,4,781011,42885
396,assam,2022,4,785001,41419
397,assam,2022,4,786001,40689
398,assam,2022,4,782435,38441
399,assam,2022,4,781028,37934
400,andhra-pradesh,2019,3,517501,124727
401,andhra-pradesh,2019,3,517507,108199
402,andhra-pradesh,2019,3,530016,97323
403,andhra-pradesh,2019,3,515001,93191
404,andhra-pradesh,2019,3,518002,84918
405,andhra-pradesh,2019,3,516001,84693
406,andhra-pradesh,2019,3,530026,74501
407,andhra-pradesh,2019,3,516360,73267
408,andhra-pradesh,2019,3,520010,72722
409,andhra-pradesh,2019,3,524002,69783
410,andhra-pradesh,2019,2,517501,113033
411,andhra-pradesh,2019,2,517507,97534
412,andhra-pradesh,2019,2,530016,87556
413,andhra-pradesh,2019,2,515001,84157
414,andhra-pradesh,2019,2,516001,76617
415,andhra-pradesh,2019,2,518002,75952
416,andhra-pradesh,2019,2,530026,68283
417,andhra-pradesh,2019,2,516360,66885
418,andhra-pradesh,2019,2,520010,66082
419,andhra-pradesh,2019,2,524002,62933
420,andhra-pradesh,2019,1,517501,100561
421,andhra-pradesh,2019,1,517507,85980
422,andhra-pradesh,2019,1,530016,77790
423,andhra-pradesh,2019,1,515001,75171
424,andhra-pradesh,2019,1,516001,68514
425,andhra-pradesh,2019,1,518002,66689
426,andhra-pradesh,2019,1,530026,61623
427,andhra-pradesh,2019,1,516360,60798
428,andhra-pradesh,2019,1,520010,59055
429,andhra-pradesh,2019,1,524002,55931
430,andhra-pradesh,2019,4,517501,136436
431,andhra-pradesh,2019,4,517507,119146
432,andhra-pradesh,2019,4,530016,106404
433,andhra-pradesh,2019,4,515001,102848
434,andhra-pradesh,2019,4,516001,94209
435,andhra-pradesh,2019,4,518002,94193
436,andhra-pradesh,2019,4,516360,81619
437,andhra-pradesh,2019,4,530026,81191
438,andhra-pradesh,2019,4,520010,79453
439,andhra-pradesh,2019,4,524002,77681
440,andhra-pradesh,2020,3,517501,166768
441,andhra-pradesh,2020,3,517507,149001
442,andhra-pradesh,2020,3,515001,128227
443,andhra-pradesh,2020,3,530016,128059
444,andhra-pradesh,2020,3,518002,121529
445,andhra-pradesh,2020,3,516001,120997
446,andhra-pradesh,2020,3,516360,108073
447,andhra-pradesh,2020,3,524002,102103
448,andhra-pradesh,2020,3,530026,99754
449,andhra-pradesh,2020,3,520010,97752
450,andhra-pradesh,2020,2,517501,156221
451,andhra-pradesh,2020,2,517507,138735
452,andhra-pradesh,2020,2,530016,120621
453,andhra-pradesh,2020,2,515001,119223
454,andhra-pradesh,2020,2,518002,112673
455,andhra-pradesh,2020,2,516001,111898
456,andhra-pradesh,2020,2,516360,98803
457,andhra-pradesh,2020,2,524002,93834
458,andhra-pradesh,2020,2,530026,93224
459,andhra-pradesh,2020,2,520010,91299
460,andhra-pradesh,2020,1,517501,146823
461,andhra-pradesh,2020,1,517507,129214
462,andhra-pradesh,2020,1,530016,114042
463,andhra-pradesh,2020,1,515001,111359
464,andhra-pradesh,2020,1,518002,102905
465,andhra-pradesh,2020,1,516001,102893
466,andhra-pradesh,2020,1,516360,89774
467,andhra-pradesh,2020,1,530026,87449
468,andhra-pradesh,2020,1,524002,85878
469,andhra-pradesh,2020,1,520010,85779
470,andhra-pradesh,2020,4,517501,178328
471,andhra-pradesh,2020,4,517507,160062
472,andhra-pradesh,2020,4,515001,137945
473,andhra-pradesh,2020,4,530016,136049
474,andhra-pradesh,2020,4,518002,130871
475,andhra-pradesh,2020,4,516001,130500
476,andhra-pradesh,2020,4,516360,117397
477,andhra-pradesh,2020,4,524002,110746
478,andhra-pradesh,2020,4,530026,106320
479,andhra-pradesh,2020,4,520010,104956
480,andhra-pradesh,2018,3,517501,65157
481,andhra-pradesh,2018,3,517507,54849
482,andhra-pradesh,2018,3,530016,52259
483,andhra-pradesh,2018,3,515001,51449
484,andhra-pradesh,2018,3,516001,46691
485,andhra-pradesh,2018,3,518002,45145
486,andhra-pradesh,2018,3,516360,41963
487,andhra-pradesh,2018,3,530026,40580
488,andhra-pradesh,2018,3,520010,38918
489,andhra-pradesh,2018,3,524002,37559
490,andhra-pradesh,2018,2,517501,53468
491,andhra-pradesh,2018,2,517507,45241
492,andhra-pradesh,2018,2,530016,43386
493,andhra-pradesh,2018,2,515001,42466
494,andhra-pradesh,2018,2,516001,38402
495,andhra-pradesh,2018,2,518002,37593
496,andhra-pradesh,2018,2,516360,34544
497,andhra-pradesh,2018,2,530026,34126
498,andhra-pradesh,2018,2,520010,31871
499,andhra-pradesh,2018,2,524002,31134
500,andhra-pradesh,2018,1,517501,39884
501,andhra-pradesh,2018,1,530016,34201
502,andhra-pradesh,2018,1,517507,34111
503,andhra-pradesh,2018,1,515001,31964
504,andhra-pradesh,2018,1,516001,29078
505,andhra-pradesh,2018,1,518002,29043
506,andhra-pradesh,2018,1,530026,26889
507,andhra-pradesh,2018,1,516360,26187
508,andhra-pradesh,2018,1,520010,24397
509,andhra-pradesh,2018,1,524002,23439
510,andhra-pradesh,2018,4,517501,82873
511,andhra-pradesh,2018,4,517507,70421
512,andhra-pradesh,2018,4,530016,65549
513,andhra-pradesh,2018,4,515001,63576
514,andhra-pradesh,2018,4,516001,58028
515,andhra-pradesh,2018,4,518002,55735
516,andhra-pradesh,2018,4,516360,52058
517,andhra-pradesh,2018,4,530026,51900
518,andhra-pradesh,2018,4,520010,48991
519,andhra-pradesh,2018,4,524002,46616
520,andhra-pradesh,2021,3,517501,216777
521,andhra-pradesh,2021,3,517507,194860
522,andhra-pradesh,2021,3,515001,168654
523,andhra-pradesh,2021,3,530016,164812
524,andhra-pradesh,2021,3,518002,159802
525,andhra-pradesh,2021,3,516001,158891
526,andhra-pradesh,2021,3,516360,144068
527,andhra-pradesh,2021,3,524002,135136
528,andhra-pradesh,2021,3,530026,129270
529,andhra-pradesh,2021,3,520010,127618
530,andhra-pradesh,2021,2,517501,203005
531,andhra-pradesh,2021,2,517507,182425
532,andhra-pradesh,2021,2,515001,157649
533,andhra-pradesh,2021,2,530016,154509
534,andhra-pradesh,2021,2,518002,149368
535,andhra-pradesh,2021,2,516001,148851
536,andhra-pradesh,2021,2,516360,134622
537,andhra-pradesh,2021,2,524002,126459
538,andhra-pradesh,2021,2,530026,120973
539,andhra-pradesh,2021,2,520010,119561
540,andhra-pradesh,2021,1,517501,190712
541,andhra-pradesh,2021,1,517507,171417
542,andhra-pradesh,2021,1,515001,147941
543,andhra-pradesh,2021,1,530016,145206
544,andhra-pradesh,2021,1,518002,140153
545,andhra-pradesh,2021,1,516001,139840
546,andhra-pradesh,2021,1,516360,126260
547,andhra-pradesh,2021,1,524002,118730
548,andhra-pradesh,2021,1,530026,113581
549,andhra-pradesh,2021,1,520010,112324
550,andhra-pradesh,2021,4,517501,230688
551,andhra-pradesh,2021,4,517507,207174
552,andhra-pradesh,2021,4,515001,179763
553,andhra-pradesh,2021,4,530016,175300
554,andhra-pradesh,2021,4,518002,170267
555,andhra-pradesh,2021,4,516001,169158
556,andhra-pradesh,2021,4,516360,153381
557,andhra-pradesh,2021,4,524002,143764
558,andhra-pradesh,2021,4,530026,137812
559,andhra-pradesh,2021,4,520010,135719
560,andhra-pradesh,2022,3,517501,269370
561,andhra-pradesh,2022,3,517507,241720
562,andhra-pradesh,2022,3,515001,210661
563,andhra-pradesh,2022,3,530016,204230
564,andhra-pradesh,2022,3,518002,199354
565,andhra-pradesh,2022,3,516001,197910
566,andhra-pradesh,2022,3,516360,179806
567,andhra-pradesh,2022,3,524002,168015
568,andhra-pradesh,2022,3,530026,161715
569,andhra-pradesh,2022,3,520010,158071
570,andhra-pradesh,2022,2,517501,256290
571,andhra-pradesh,2022,2,517507,229983
572,andhra-pradesh,2022,2,515001,200266
573,andhra-pradesh,2022,2,530016,194513
574,andhra-pradesh,2022,2,518002,189505
575,andhra-pradesh,2022,2,516001,188295
576,andhra-pradesh,2022,2,516360,170855
577,andhra-pradesh,2022,2,524002,159834
578,andhra-pradesh,2022,2,530026,153586
579,andhra-pradesh,2022,2,520010,150546
580,andhra-pradesh,2022,1,517501,243791
581,andhra-pradesh,2022,1,517507,218905
582,andhra-pradesh,2022,1,515001,190203
583,andhra-pradesh,2022,1,530016,185094
584,andhra-pradesh,2022,1,518002,180102
585,andhra-pradesh,2022,1,516001,179007
586,andhra-pradesh,2022,1,516360,162263
587,andhra-pradesh,2022,1,524002,151939
588,andhra-pradesh,2022,1,530026,145842
589,andhra-pradesh,2022,1,520010,143308
590,andhra-pradesh,2022,4,517501,282766
591,andhra-pradesh,2022,4,517507,253314
592,andhra-pradesh,2022,4,515001,221328
593,andhra-pradesh,2022,4,530016,214155
594,andhra-pradesh,2022,4,518002,209376
595,andhra-pradesh,2022,4,516001,207725
596,andhra-pradesh,2022,4,516360,188768
597,andhra-pradesh,2022,4,524002,176415
598,andhra-pradesh,2022,4,530026,169957
599,andhra-pradesh,2022,4,520010,165734
600,west-bengal,2019,3,711101,67292
601,west-bengal,2019,3,700006,58861
602,west-bengal,2019,3,700156,52394
603,west-bengal,2019,3,700135,51552
604,west-bengal,2019,3,700091,48641
605,west-bengal,2019,3,700021,48503
606,west-bengal,2019,3,721101,44210
607,west-bengal,2019,3,700039,44028
608,west-bengal,2019,3,700015,43325
609,west-bengal,2019,3,700019,42157
610,west-bengal,2019,2,711101,60136
611,west-bengal,2019,2,700006,52627
612,west-bengal,2019,2,700156,47420
613,west-bengal,2019,2,700135,45853
614,west-bengal,2019,2,700091,43980
615,west-bengal,2019,2,721101,40414
616,west-bengal,2019,2,700039,39202
617,west-bengal,2019,2,700021,39042
618,west-bengal,2019,2,700015,38579
619,west-bengal,2019,2,700019,37693
620,west-bengal,2019,1,711101,51367
621,west-bengal,2019,1,700006,45036
622,west-bengal,2019,1,700156,41906
623,west-bengal,2019,1,700135,40010
624,west-bengal,2019,1,700091,38808
625,west-bengal,2019,1,721101,36261
626,west-bengal,2019,1,700039,33907
627,west-bengal,2019,1,700015,33113
628,west-bengal,2019,1,700019,32710
629,west-bengal,2019,1,700001,32530
630,west-bengal,2019,4,711101,72920
631,west-bengal,2019,4,700006,63522
632,west-bengal,2019,4,700135,56786
633,west-bengal,2019,4,700156,56363
634,west-bengal,2019,4,700021,53381
635,west-bengal,2019,4,700091,52114
636,west-bengal,2019,4,721101,48860
637,west-bengal,2019,4,700039,48153
638,west-bengal,2019,4,700015,47696
639,west-bengal,2019,4,700019,45694
640,west-bengal,2020,3,711101,93507
641,west-bengal,2020,3,700006,80147
642,west-bengal,2020,3,700135,71442
643,west-bengal,2020,3,700156,67583
644,west-bengal,2020,3,700039,62344
645,west-bengal,2020,3,700015,62093
646,west-bengal,2020,3,721101,61247
647,west-bengal,2020,3,700021,61018
648,west-bengal,2020,3,700091,60907
649,west-bengal,2020,3,742304,60469
650,west-bengal,2020,2,711101,86422
651,west-bengal,2020,2,700006,74060
652,west-bengal,2020,2,700135,66278
653,west-bengal,2020,2,700156,63653
654,west-bengal,2020,2,700021,59624
655,west-bengal,2020,2,700091,57756
656,west-bengal,2020,2,700039,57477
657,west-bengal,2020,2,700015,57162
658,west-bengal,2020,2,721101,56950
659,west-bengal,2020,2,742304,54600
660,west-bengal,2020,1,711101,78806
661,west-bengal,2020,1,700006,68160
662,west-bengal,2020,1,700135,61201
663,west-bengal,2020,1,700156,60108
664,west-bengal,2020,1,700021,57719
665,west-bengal,2020,1,700091,54983
666,west-bengal,2020,1,721101,52626
667,west-bengal,2020,1,700039,52429
668,west-bengal,2020,1,700015,51964
669,west-bengal,2020,1,700019,49127
670,west-bengal,2020,4,711101,100995
671,west-bengal,2020,4,700006,86507
672,west-bengal,2020,4,700135,77035
673,west-bengal,2020,4,700156,72172
674,west-bengal,2020,4,700039,67602
675,west-bengal,2020,4,700015,67402
676,west-bengal,2020,4,721101,65712
677,west-bengal,2020,4,742304,65083
678,west-bengal,2020,4,700091,64738
679,west-bengal,2020,4,700150,63152
680,west-bengal,2018,3,711101,33006
681,west-bengal,2018,3,700156,28135
682,west-bengal,2018,3,700006,26275
683,west-bengal,2018,3,700091,26184
684,west-bengal,2018,3,721101,25642
685,west-bengal,2018,3,700135,22362
686,west-bengal,2018,3,700039,21204
687,west-bengal,2018,3,700019,20747
688,west-bengal,2018,3,732101,20722
689,west-bengal,2018,3,700001,20683
690,west-bengal,2018,2,711101,26613
691,west-bengal,2018,2,700156,22706
692,west-bengal,2018,2,700091,21380
693,west-bengal,2018,2,721101,20661
694,west-bengal,2018,2,700006,20325
695,west-bengal,2018,2,700135,17526
696,west-bengal,2018,2,700039,16775
697,west-bengal,2018,2,732101,16732
698,west-bengal,2018,2,700001,16470
699,west-bengal,2018,2,700019,16084
700,west-bengal,2018,1,711101,19073
701,west-bengal,2018,1,700156,16571
702,west-bengal,2018,1,700091,15736
703,west-bengal,2018,1,721101,14946
704,west-bengal,2018,1,700006,14316
705,west-bengal,2018,1,700135,12475
706,west-bengal,2018,1,700039,11794
707,west-bengal,2018,1,700001,11698
708,west-bengal,2018,1,732101,11660
709,west-bengal,2018,1,700059,11414
710,west-bengal,2018,4,711101,42834
711,west-bengal,2018,4,700006,36387
712,west-bengal,2018,4,700156,35762
713,west-bengal,2018,4,700135,33534
714,west-bengal,2018,4,700091,33109
715,west-bengal,2018,4,721101,31211
716,west-bengal,2018,4,700039,28039
717,west-bengal,2018,4,700019,27277
718,west-bengal,2018,4,700015,27165
719,west-bengal,2018,4,700001,27160
720,west-bengal,2021,3,711101,123732
721,west-bengal,2021,3,700006,105800
722,west-bengal,2021,3,700135,94553
723,west-bengal,2021,3,700156,87746
724,west-bengal,2021,3,700039,82997
725,west-bengal,2021,3,700015,82658
726,west-bengal,2021,3,742304,80698
727,west-bengal,2021,3,721101,80088
728,west-bengal,2021,3,700091,78602
729,west-bengal,2021,3,700150,77501
730,west-bengal,2021,2,711101,115675
731,west-bengal,2021,2,700006,98918
732,west-bengal,2021,2,700135,88230
733,west-bengal,2021,2,700156,82138
734,west-bengal,2021,2,700039,77544
735,west-bengal,2021,2,700015,77301
736,west-bengal,2021,2,742304,75175
737,west-bengal,2021,2,721101,74818
738,west-bengal,2021,2,700091,73614
739,west-bengal,2021,2,700150,72347
740,west-bengal,2021,1,711101,108369
741,west-bengal,2021,1,700006,92747
742,west-bengal,2021,1,700135,82532
743,west-bengal,2021,1,700156,77110
744,west-bengal,2021,1,700039,72654
745,west-bengal,2021,1,700015,72429
746,west-bengal,2021,1,742304,70194
747,west-bengal,2021,1,721101,70161
748,west-bengal,2021,1,700091,69142
749,west-bengal,2021,1,700150,67705
750,west-bengal,2021,4,711101,132051
751,west-bengal,2021,4,700006,112681
752,west-bengal,2021,4,700135,100918
753,west-bengal,2021,4,700156,93439
754,west-bengal,2021,4,700039,88546
755,west-bengal,2021,4,700015,88070
